Topic,Words,Frequency,Timestamp
252,"shultz, yugoslavia, yugoslav, dizdarevic, abbas",6,1984.3
262,"syrian, hindawi, hazi, syria, assad",6,1984.3
-1,"plo, terrorist, hostage, iranian, mr",116,1986.85
1,"plo, arafat, palestinian, israel, israeli",70,1986.85
5,"airline, flight, pan, airport, aviation",8,1986.85
7,"libyan, libya, qaddafi, gadhafi, tripoli",16,1986.85
8,"iran, iranian, mfn, gulf, teheran",6,1986.85
17,"ira, irish, ireland, british, northern",8,1986.85
20,"french, france, chirac, pasqua, iranian",9,1986.85
35,"contra, salvadoran, guerrilla, nicaragua, salvador",6,1986.85
37,"hostage, lebanon, hamadei, obeid, higgins",40,1986.85
60,"greece, greek, athens, rashid, extradition",12,1986.85
64,"south, african, africa, klerk, apartheid",8,1986.85
88,"colombia, cartel, colombian, drug, trafficker",6,1986.85
198,"soviet, union, webster, moscow, cooperation",8,1986.85
262,"syrian, jabril, pflp, gc, syria",7,1986.85
296,"rushdie, khomeini, satanic, verse, ayatollah",7,1986.85
-1,"iraqi, gulf, iraq, saddam, terrorist",102,1989.4
1,"plo, arafat, palestinian, israel, israeli",33,1989.4
2,"underwriter, coverage, risk, insurance, rate",11,1989.4
5,"airline, travel, flight, airport, passenger",23,1989.4
7,"libyan, libya, qaddafi, gadhafi, pan",10,1989.4
9,"saddam, iraqi, iraq, hussein, bush",11,1989.4
23,"assad, syria, syrian, damascus, gulf",11,1989.4
24,"germany, german, neusel, west, raf",7,1989.4
37,"hostage, lebanon, turner, iran, release",11,1989.4
60,"greece, greek, athens, papandreou, rashid",6,1989.4
63,"peru, shining, peruvian, fujimori, path",6,1989.4
88,"colombia, gaviria, colombian, trafficker, drug",10,1989.4
280,"arab, najjab, bureau, deyda, interview",6,1989.4
-1,"israel, israeli, bombing, clinton, new",138,1991.95
0,"pakistan, india, fuqra, indian, pakistani",7,1991.95
1,"palestinian, israeli, israel, arafat, plo",73,1991.95
2,"pool, insurance, coverage, insurer, loss",20,1991.95
6,"turabi, islam, muslim, fundamentalism, religion",6,1991.95
7,"libya, libyan, gadhafi, qaddafi, council",32,1991.95
8,"iran, iranian, mujahedeen, mojahedin, tehran",13,1991.95
9,"iraq, saddam, iraqi, hussein, bush",15,1991.95
17,"ira, ireland, irish, northern, protestant",30,1991.95
21,"egyptian, egypt, cairo, mubarak, brotherhood",18,1991.95
39,"trade, bombing, center, bomb, explosive",16,1991.95
41,"sudan, sudanese, khartoum, turabi, bashir",16,1991.95
49,"rahman, abdel, sheik, nosair, salameh",39,1991.95
53,"abortion, clinic, doctor, gunn, parenthood",12,1991.95
63,"peru, fujimori, guzman, peruvian, shining",11,1991.95
64,"mandela, south, african, africa, black",7,1991.95
77,"algeria, algerian, algiers, islamic, salvation",9,1991.95
88,"escobar, colombia, colombian, medellin, pepes",9,1991.95
111,"assad, syria, clinton, peace, christopher",34,1991.95
119,"serb, bosnia, serbian, croat, bosnian",9,1991.95
159,"carlos, jackal, french, pasqua, sudan",20,1991.95
173,"isa, nijmeh, louis, nidal, luie",6,1991.95
-1,"oklahoma, bombing, terrorist, terrorism, clinton",246,1994.5
1,"palestinian, arafat, israel, israeli, peace",63,1994.5
5,"airport, flight, airline, passenger, twa",44,1994.5
8,"iran, iranian, sanction, tehran, dhahran",16,1994.5
10,"saudi, arabia, schwalier, perry, dhahran",13,1994.5
11,"bill, clinton, provision, oklahoma, legislation",166,1994.5
17,"ira, ireland, sinn, fein, irish",8,1994.5
25,"nuclear, plutonium, weapon, material, byrd",8,1994.5
39,"oklahoma, bombing, bomb, building, pipe",16,1994.5
49,"rahman, abdel, salem, sheik, nosair",24,1994.5
63,"peru, peruvian, fujimori, berenson, shining",13,1994.5
69,"oklahoma, city, mcveigh, hartzler, bombing",16,1994.5
102,"ratigan, merrell, barbee, berry, robbery",10,1994.5
142,"atlanta, olympic, game, olympics, sherwood",19,1994.5
164,"netanyahu, palestinian, clinton, israel, peace",14,1994.5
171,"clinton, peres, israel, peace, israeli",20,1994.5
227,"clinton, summit, chirac, lyon, hashimoto",16,1994.5
257,"yousef, manila, trade, philippine, anonn",10,1994.5
281,"peres, peace, summit, clinton, israel",11,1994.5
290,"iran, clinton, libya, conoco, sanction",10,1994.5
-1,"bombing, laden, terrorist, bin, biological",242,1997.05
0,"pakistan, pakistani, sharif, taliban, india",10,1997.05
1,"palestinian, israeli, israel, arafat, peace",20,1997.05
2,"pool, insurance, coverage, risk, rate",6,1997.05
4,"zwick, film, movie, arlington, siege",6,1997.05
5,"flight, airport, airline, crash, plane",14,1997.05
6,"muslim, islam, religion, safdar, aboushi",6,1997.05
7,"libya, libyan, qaddafi, gadhafi, tripoli",10,1997.05
8,"khatami, iran, iranian, tehran, sanction",12,1997.05
13,"ocalan, turkey, turkish, pkk, kurdish",7,1997.05
14,"division, fbi, bureau, espionage, spokane",6,1997.05
17,"ireland, ira, irish, northern, omagh",6,1997.05
38,"anthrax, biological, smallpox, disease, health",13,1997.05
39,"cyber, hopwood, cross, rudolph, bomb",6,1997.05
46,"animal, rosebraugh, vail, ski, fire",7,1997.05
53,"abortion, clinic, parenthood, slepian, woman",6,1997.05
59,"emergency, drill, firefighter, training, fire",10,1997.05
69,"oklahoma, buck, spjc, city, bombing",8,1997.05
70,"disease, animal, agriculture, plum, food",6,1997.05
74,"clinton, laden, bin, strike, embassy",46,1997.05
76,"moscow, russian, dagestan, yeltsin, chechen",10,1997.05
82,"threat, hinton, spending, public, need",6,1997.05
90,"flatow, iran, alisa, iranian, damage",10,1997.05
94,"computer, cyber, aol, internet, hacker",7,1997.05
119,"kosovo, serb, serbian, albanian, yugoslavia",14,1997.05
120,"ressam, algerian, holiday, foley, custom",28,1997.05
152,"embassy, kenya, tanzania, nairobi, bombing",21,1997.05
158,"utah, salt, chemical, lake, dugway",7,1997.05
164,"netanyahu, palestinian, israel, wye, israeli",6,1997.05
205,"ressam, algerian, garofalo, montreal, seattle",6,1997.05
209,"clinton, computer, biological, chemical, germ",15,1997.05
271,"seven, sponsor, tanzania, cuba, korea",6,1997.05
-1,"bush, war, terrorist, said, terrorism",890,1999.6
0,"pakistan, india, kashmir, musharraf, indian",66,1999.6
1,"palestinian, israeli, israel, arafat, sharon",77,1999.6
2,"insurance, coverage, insurer, risk, loss",114,1999.6
3,"lynching, gun, dray, ordinance, huntington",8,1999.6
4,"movie, film, book, comedy, viewer",21,1999.6
5,"airline, airport, flight, plane, passenger",23,1999.6
6,"muslim, islam, religion, islamic, suicide",22,1999.6
8,"iran, iranian, behbahani, khamenei, khatami",9,1999.6
9,"saddam, iraq, bush, war, mylroie",19,1999.6
10,"saudi, arabia, charity, kingdom, prince",18,1999.6
11,"bill, doyle, baumgart, clinton, senate",8,1999.6
12,"laden, bin, qaida, al, afghanistan",24,1999.6
14,"fbi, mueller, bureau, agent, agency",39,1999.6
15,"student, class, course, teacher, school",44,1999.6
17,"ireland, ira, irish, northern, protestant",6,1999.6
18,"basque, eta, aznar, spain, madrid",7,1999.6
24,"german, germany, schroeder, hamburg, berlin",9,1999.6
25,"nuclear, weapon, energy, material, eng",11,1999.6
26,"county, emergency, mayor, grant, city",25,1999.6
27,"korea, north, korean, kim, pyongyang",12,1999.6
32,"senate, bill, house, legislation, provision",31,1999.6
33,"indonesia, bali, indonesian, islamiyah, jemaah",8,1999.6
34,"yemen, yemeni, cole, bajammal, aden",14,1999.6
36,"billion, budget, spending, senate, bill",41,1999.6
38,"anthrax, hospital, health, smallpox, disease",28,1999.6
43,"karzai, afghan, taliban, afghanistan, kabul",13,1999.6
46,"animal, rosebraugh, elf, vandalism, mink",13,1999.6
52,"ashcroft, attorney, justice, general, fbi",28,1999.6
55,"prosecution, case, justice, prosecutor, referral",14,1999.6
56,"stock, investor, index, nasdaq, market",12,1999.6
57,"annan, assembly, council, nation, general",13,1999.6
59,"emergency, drill, county, fire, training",21,1999.6
60,"greece, greek, athens, saunders, november",17,1999.6
69,"oklahoma, mcveigh, stanaland, ferrell, city",7,1999.6
70,"disease, animal, food, agriculture, agricultural",15,1999.6
72,"philippine, estrada, sayyaf, filipino, rumsfeld",6,1999.6
73,"nato, alliance, european, russia, robertson",16,1999.6
75,"alert, ridge, warning, system, yellow",9,1999.6
78,"lott, percent, bush, economy, voter",6,1999.6
82,"commission, poll, patriotism, rudman, survey",14,1999.6
86,"ridge, homeland, gilmore, governor, agency",25,1999.6
88,"colombia, colombian, chernick, farc, auc",6,1999.6
89,"port, coast, barge, ship, cargo",6,1999.6
90,"anderson, iran, flatow, cicippio, victim",11,1999.6
94,"computer, cyber, internet, hacker, system",12,1999.6
99,"ryan, penalty, illinois, governor, death",37,1999.6
101,"child, kid, parent, francke, adult",8,1999.6
104,"war, juergensmeyer, williams, world, academic",6,1999.6
115,"mohamed, defendant, salim, laden, bin",7,1999.6
118,"rumsfeld, crouch, pentagon, defense, secretary",8,1999.6
123,"florida, tampa, hillsborough, rv, waite",12,1999.6
145,"drug, ad, marijuana, hutchinson, opium",15,1999.6
194,"student, visa, ausman, foreign, in",11,1999.6
205,"ressam, meskini, algerian, haouari, seattle",12,1999.6
208,"ashcroft, reno, fbi, guideline, agent",11,1999.6
210,"bill, penalty, felony, pataki, erlinder",7,1999.6
222,"southeast, asean, powell, malaysia, brunei",10,1999.6
256,"jiang, china, apec, bush, shanghai",9,1999.6
265,"lazio, clinton, cole, campaign, hillary",12,1999.6
-1,"war, bush, terrorist, iraq, terrorism",719,2002.15
0,"pakistan, pakistani, musharraf, taliban, india",13,2002.15
1,"palestinian, israel, israeli, arafat, abbas",42,2002.15
2,"insurance, coverage, insurer, risk, tria",120,2002.15
4,"film, novel, production, movie, wtae",11,2002.15
5,"flight, airline, disney, passenger, airport",24,2002.15
6,"muslim, islam, christian, religion, islamic",10,2002.15
9,"iraq, bush, saddam, war, hussein",68,2002.15
10,"saudi, arabia, kingdom, riyadh, prince",37,2002.15
12,"bin, laden, al, qaida, zawahri",18,2002.15
13,"turkey, turkish, istanbul, erdogan, ankara",6,2002.15
14,"fbi, mueller, agent, bureau, counterterrorism",22,2002.15
15,"student, class, dill, course, curriculum",11,2002.15
18,"spain, eta, basque, spanish, madrid",34,2002.15
23,"syria, syrian, assad, damascus, bashar",10,2002.15
25,"nuclear, allison, uranium, weapon, reactor",12,2002.15
26,"county, grant, money, homeland, million",19,2002.15
29,"nypd, doorman, kelly, police, york",7,2002.15
30,"blair, british, britain, card, compulsory",7,2002.15
33,"indonesia, indonesian, jemaah, islamiyah, bashir",13,2002.15
36,"billion, budget, spending, cost, deficit",10,2002.15
38,"hospital, health, disease, smallpox, anthrax",16,2002.15
46,"animal, elf, alf, mink, eco",7,2002.15
48,"clarke, rice, bush, clinton, administration",45,2002.15
52,"ashcroft, general, attorney, justice, patriot",31,2002.15
55,"convertino, justice, prosecution, conviction, department",25,2002.15
56,"stock, market, percent, investor, index",32,2002.15
57,"annan, council, assembly, human, resolution",11,2002.15
59,"emergency, drill, fire, county, firefighter",12,2002.15
61,"patriot, act, usa, power, law",12,2002.15
65,"game, olympics, athlete, olympic, athens",13,2002.15
68,"pope, vatican, paul, francis, john",7,2002.15
70,"food, agriculture, disease, animal, plant",10,2002.15
72,"philippine, arroyo, manila, sayyaf, stubbs",8,2002.15
73,"nato, alliance, european, scheffer, europe",7,2002.15
75,"alert, orange, level, ridge, yellow",25,2002.15
77,"algeria, algerian, morocco, casablanca, moroccan",7,2002.15
78,"percent, poll, voter, bush, economy",14,2002.15
80,"london, police, suspect, britain, blunkett",8,2002.15
83,"kerry, bush, campaign, john, voter",39,2002.15
84,"pennsylvania, county, emergency, rendell, gockley",7,2002.15
86,"ridge, gilmore, homeland, commission, security",12,2002.15
89,"port, coast, ship, guard, maritime",13,2002.15
93,"cheney, vice, kerry, dick, bush",9,2002.15
101,"child, parent, ricciardi, pediatric, kid",7,2002.15
104,"war, world, moral, clarity, often",9,2002.15
106,"eu, european, vries, madrid, europe",7,2002.15
118,"rumsfeld, boykin, memo, pentagon, defense",14,2002.15
123,"tampa, florida, pagan, dubina, hillsborough",6,2002.15
133,"arian, al, sami, indictment, usf",7,2002.15
161,"powell, waxman, report, error, armitage",18,2002.15
165,"report, iraq, attack, amman, international",6,2002.15
166,"putin, russia, russian, chechen, beslan",8,2002.15
167,"hussayen, idaho, kurbanov, nevin, boise",15,2002.15
180,"college, homeland, program, university, degree",6,2002.15
185,"plane, russian, moscow, crash, tu",13,2002.15
208,"schlesinger, ashcroft, patriot, bush, power",6,2002.15
219,"poindexter, market, darpa, pentagon, future",15,2002.15
-1,"war, bush, iraq, terrorism, terrorist",1109,2004.7
0,"pakistan, musharraf, india, pakistani, indian",67,2004.7
1,"palestinian, israel, israeli, hamas, arafat",67,2004.7
2,"insurance, insurer, risk, tria, coverage",225,2004.7
3,"lynching, gun, klan, barrett, kwanzaa",6,2004.7
4,"film, novel, character, movie, darwyn",46,2004.7
5,"airline, airport, flight, passenger, aviation",19,2004.7
6,"muslim, islam, fatwa, religion, suicide",52,2004.7
7,"libya, libyan, gadhafi, qaddafi, tripoli",14,2004.7
8,"iran, iranian, ahmadinejad, nuclear, sanction",20,2004.7
9,"iraq, bush, war, iraqi, saddam",59,2004.7
10,"saudi, arabia, kingdom, prince, abdullah",19,2004.7
12,"laden, bin, al, qaida, qaeda",23,2004.7
14,"fbi, mueller, bureau, agent, wei",27,2004.7
15,"student, teacher, class, school, iusa",25,2004.7
17,"ira, ireland, irish, northern, sinn",8,2004.7
18,"eta, spain, basque, madrid, zapatero",10,2004.7
19,"detainee, guantanamo, prisoner, bay, detention",20,2004.7
21,"egypt, brotherhood, egyptian, cairo, emergency",7,2004.7
24,"german, germany, berlin, mohnhaupt, klar",11,2004.7
25,"nuclear, weapon, material, radioactive, reactor",15,2004.7
26,"grant, homeland, fema, money, city",28,2004.7
27,"korea, north, korean, nuclear, kim",13,2004.7
28,"canadian, canada, toronto, arar, ontario",21,2004.7
29,"nypd, city, police, york, cop",10,2004.7
30,"blair, britain, british, brown, london",55,2004.7
32,"patriot, senate, provision, bill, feingold",20,2004.7
33,"bashir, indonesia, indonesian, islamiyah, jemaah",6,2004.7
36,"billion, budget, bill, spending, senate",17,2004.7
43,"karzai, afghan, afghanistan, taliban, kabul",9,2004.7
44,"medal, marine, army, ribbon, webb",15,2004.7
45,"torture, interrogation, cia, technique, waterboarding",17,2004.7
46,"animal, huntingdon, environmental, vandalism, alf",25,2004.7
47,"somalia, somali, shabab, mogadishu, kenya",7,2004.7
48,"clarke, clinton, bush, townsend, administration",17,2004.7
50,"bedier, cair, sestak, muslim, allen",7,2004.7
51,"sunni, baghdad, iraqi, shiite, iraq",9,2004.7
55,"convertino, prosecution, case, justice, prosecutor",22,2004.7
56,"stock, investor, percent, market, price",14,2004.7
57,"annan, council, assembly, human, nation",21,2004.7
59,"emergency, exercise, drill, fraser, biological",9,2004.7
61,"patriot, act, section, library, provision",21,2004.7
66,"padilla, hassoun, jayyousi, dirty, jose",33,2004.7
68,"pope, benedict, vatican, cologne, francis",9,2004.7
70,"food, disease, animal, burrito, veterinarian",14,2004.7
77,"algeria, algerian, algiers, morocco, north",11,2004.7
78,"percent, voter, poll, bush, democrat",22,2004.7
80,"birmingham, british, police, plot, suspect",20,2004.7
84,"pennsylvania, county, rendell, emergency, noll",8,2004.7
89,"coast, port, ship, guard, maritime",12,2004.7
95,"immigration, immigrant, visa, knocke, id",14,2004.7
98,"giuliani, mayor, rudy, republican, democrat",25,2004.7
100,"guantanamo, hamdan, diaz, hick, detainee",7,2004.7
103,"judge, hage, fadl, juror, elzahabi",9,2004.7
104,"tompkins, game, war, conflict, world",10,2004.7
105,"charity, holy, land, foundation, hamas",12,2004.7
106,"european, eu, frattini, europe, marty",16,2004.7
113,"london, station, subway, police, blair",7,2004.7
117,"boy, teen, winslow, dicamillo, juvenile",6,2004.7
118,"rumsfeld, myers, pentagon, defense, war",7,2004.7
124,"moayad, zayed, sheik, juror, elfgeeh",8,2004.7
126,"maksoud, arab, ansari, muslim, middle",7,2004.7
128,"guantanamo, court, hamdan, detainee, tribunal",6,2004.7
133,"arian, al, usf, sami, shallah",11,2004.7
135,"hezbollah, lebanon, nasrallah, jordan, lebanese",6,2004.7
137,"aclu, fbi, jttf, jttfs, peta",10,2004.7
160,"bank, plaintiff, arab, branch, laundering",6,2004.7
161,"kupperman, report, waxman, powell, department",8,2004.7
174,"horowitz, fascism, islamo, awareness, spencer",14,2004.7
180,"college, university, homeland, program, student",7,2004.7
186,"posada, cuban, castro, cuba, carriles",10,2004.7
202,"immoral, editor, lancaster, merris, nuke",6,2004.7
204,"moussaoui, rolince, samit, zacarias, brinkema",10,2004.7
224,"patriot, act, bush, law, expire",7,2004.7
243,"italian, nasr, milan, italy, lady",7,2004.7
248,"beinin, horowitz, dershowitz, columbia, faculty",7,2004.7
267,"mccain, interrogation, treatment, detainee, supreme",12,2004.7
279,"port, uae, emirate, dubai, company",11,2004.7
298,"british, london, blair, muslim, livingstone",8,2004.7
-1,"obama, terrorism, bush, mr, terrorist",582,2007.25
0,"pakistan, india, pakistani, mumbai, indian",197,2007.25
1,"israel, palestinian, hamas, israeli, gaza",30,2007.25
2,"insurance, risk, coverage, insurer, property",21,2007.25
4,"film, movie, ferris, character, crowe",33,2007.25
5,"passenger, flight, airport, tsa, airline",16,2007.25
6,"muslim, islam, female, suicide, religion",14,2007.25
7,"libya, libyan, gadhafi, qaddafi, lockerbie",16,2007.25
8,"iran, iranian, nuclear, tehran, sanction",12,2007.25
9,"feith, iraq, saddam, war, bush",7,2007.25
10,"saudi, arabia, kingdom, al, riyadh",12,2007.25
12,"al, qaida, laden, bin, qaeda",17,2007.25
14,"fbi, mueller, agent, bureau, record",19,2007.25
15,"student, class, teacher, teaching, school",9,2007.25
19,"guantanamo, detainee, prison, prisoner, detention",51,2007.25
20,"french, hicheur, france, vimont, store",7,2007.25
24,"german, germany, raf, breininger, klar",6,2007.25
25,"nuclear, weapon, material, uranium, proliferation",17,2007.25
26,"camera, city, grant, money, homeland",8,2007.25
27,"korea, north, nuclear, korean, pyongyang",30,2007.25
29,"nypd, camera, kelly, police, york",11,2007.25
30,"brown, britain, blair, british, miliband",10,2007.25
32,"senate, provision, patriot, bill, feingold",6,2007.25
33,"noordin, indonesia, indonesian, jakarta, jemaah",12,2007.25
34,"yemen, yemeni, qaida, al, elbaneh",12,2007.25
38,"anthrax, ricin, disease, health, hospital",11,2007.25
40,"uighur, chinese, xinjiang, china, beijing",16,2007.25
42,"obama, war, barack, president, afghanistan",17,2007.25
43,"afghan, karzai, afghanistan, taliban, civilian",18,2007.25
44,"medal, ribbon, service, marine, expeditionary",8,2007.25
45,"interrogation, torture, detainee, waterboarding, cia",23,2007.25
51,"baghdad, iraqi, sunni, iraq, sectarian",8,2007.25
53,"abortion, tiller, clinic, parenthood, doctor",7,2007.25
58,"australia, australian, haneef, melbourne, sydney",7,2007.25
66,"padilla, cooke, hassoun, jayyousi, jose",9,2007.25
76,"chechnya, republic, moscow, russia, chechen",7,2007.25
77,"algeria, algerian, rice, tunisia, bouteflika",6,2007.25
79,"afghanistan, troop, taliban, bean, afghan",16,2007.25
91,"holder, leahy, kavanaugh, confirmation, mukasey",8,2007.25
93,"cheney, obama, dick, vice, guantanamo",15,2007.25
98,"giuliani, mccain, mayor, rudy, republican",6,2007.25
100,"hamdan, guantanamo, trial, bahlul, sentence",18,2007.25
105,"charity, holy, land, elashi, foundation",11,2007.25
122,"hasan, hood, fort, army, galligan",17,2007.25
133,"arian, al, iiit, testify, professor",6,2007.25
170,"cozen, saudi, lawsuit, arabia, court",7,2007.25
172,"africa, patman, african, houdek, continent",6,2007.25
173,"shnewer, duka, dix, omar, bakalli",7,2007.25
181,"zazi, denver, najibullah, afzali, york",16,2007.25
190,"zazi, vinas, khan, shukrijumah, plot",8,2007.25
195,"mugabe, bennett, mdc, zimbabwe, apos",8,2007.25
221,"megahed, mohamed, kuck, humphries, tampa",11,2007.25
232,"libel, ehrenfeld, mahfouz, book, author",7,2007.25
233,"sadequee, ahmed, duffey, martin, georgia",10,2007.25
234,"zazi, apartment, akbari, amanullah, monday",6,2007.25
237,"marri, court, supreme, ruling, detention",7,2007.25
272,"mccain, obama, campaign, senator, scheunemann",9,2007.25
275,"batiste, lemorin, miami, jury, juror",7,2007.25
-1,"obama, said, american, terrorism, year",945,2009.8
0,"pakistan, pakistani, india, indian, mumbai",140,2009.8
1,"palestinian, israel, israeli, hamas, gaza",35,2009.8
2,"insurance, risk, backstop, insurer, coverage",30,2009.8
3,"gun, crow, loughner, glasser, white",15,2009.8
4,"film, movie, novel, character, play",56,2009.8
5,"flight, passenger, airport, airline, plane",38,2009.8
6,"muslim, islam, religion, qadri, faith",33,2009.8
7,"libya, libyan, qaddafi, gadhafi, megrahi",16,2009.8
8,"iran, iranian, sanction, nuclear, mek",23,2009.8
9,"democracy, iraq, american, war, saddam",7,2009.8
10,"saudi, arabia, kingdom, shiite, al",10,2009.8
12,"laden, bin, al, qaida, qaeda",81,2009.8
13,"turkey, turkish, kurdish, ankara, perry",6,2009.8
14,"fbi, venizelos, mueller, fedarcyk, agent",15,2009.8
15,"student, class, teacher, school, curriculum",15,2009.8
16,"nigeria, boko, haram, colloquium, achebe",6,2009.8
19,"guantanamo, detainee, prison, obama, bay",42,2009.8
20,"french, france, paris, hollande, sarkozy",21,2009.8
21,"egypt, egyptian, brotherhood, morsi, mubarak",11,2009.8
23,"syrian, assad, syria, opposition, damascus",32,2009.8
24,"german, germany, berlin, hamburg, frankfurt",19,2009.8
25,"nuclear, weapon, material, uranium, summit",25,2009.8
26,"grant, homeland, county, emergency, money",18,2009.8
27,"korea, north, korean, kim, nuclear",11,2009.8
28,"canadian, canada, csis, arar, toronto",12,2009.8
29,"nypd, kelly, police, york, mosque",45,2009.8
30,"manningham, buller, britain, inquiry, british",9,2009.8
32,"provision, senate, patriot, bill, autopen",14,2009.8
33,"indonesia, bashir, indonesian, jakarta, bali",27,2009.8
34,"yemen, yemeni, al, qaida, saleh",42,2009.8
39,"exhibit, betcher, spy, saboteur, klan",6,2009.8
42,"obama, strategy, coulter, muslim, president",13,2009.8
43,"afghan, karzai, afghanistan, taliban, kabul",23,2009.8
44,"medal, ribbon, service, army, marine",28,2009.8
45,"torture, interrogation, waterboarding, detainee, cia",11,2009.8
47,"shabab, somalia, hammami, somali, mostafa",12,2009.8
50,"muslim, king, hearing, radicalization, community",50,2009.8
51,"baghdad, sunni, iraqi, shiite, maliki",24,2009.8
52,"kidd, ashcroft, witness, material, hussayen",6,2009.8
66,"padilla, cooke, sentence, ayala, sassman",8,2009.8
70,"food, disease, agriculture, animal, usda",7,2009.8
71,"norway, breivik, norwegian, sweden, danish",24,2009.8
75,"alert, color, warning, system, coded",11,2009.8
76,"caucasus, moscow, russian, chechen, chechnya",12,2009.8
77,"algeria, algiers, algerian, sipp, kabylie",6,2009.8
79,"afghanistan, afghan, troop, taliban, poppy",13,2009.8
80,"london, britain, men, arrested, british",19,2009.8
82,"homegrown, threat, napolitano, report, hamilton",9,2009.8
84,"rendell, bulletin, contract, drilling, institute",26,2009.8
85,"mexico, cartel, mexican, drug, border",11,2009.8
89,"port, coast, seaport, florida, guard",10,2009.8
91,"mueller, comey, wainstein, kavanaugh, fbi",10,2009.8
93,"cheney, obama, vice, dick, biden",11,2009.8
94,"computer, hacker, cyber, cybersecurity, system",12,2009.8
96,"benghazi, consulate, ambassador, stevens, libya",35,2009.8
100,"guantanamo, hamdan, mohammed, defendant, hearing",15,2009.8
102,"begolly, cleveland, kent, affidavit, stillwater",14,2009.8
103,"judge, ali, stewart, sentence, hage",7,2009.8
107,"drone, strike, obama, brennan, yemen",13,2009.8
109,"abdulmutallab, intelligence, obama, christmas, information",17,2009.8
122,"hasan, hood, fort, shooting, army",7,2009.8
124,"masri, mustafa, prosthetic, shroff, bary",13,2009.8
128,"trial, guantanamo, ghailani, mohammed, military",13,2009.8
137,"fbi, aclu, merton, pittsburgh, information",12,2009.8
139,"chicago, betterly, chase, molotov, cocktail",20,2009.8
144,"memorial, partridge, veteran, newberry, dakota",7,2009.8
146,"fusion, center, report, homeland, dhs",14,2009.8
149,"amendment, court, bond, breyer, judge",9,2009.8
153,"temple, sikh, oak, creek, gunman",24,2009.8
155,"gang, morale, bronx, statute, christening",13,2009.8
157,"percent, freedom, surveillance, norc, email",7,2009.8
163,"platform, convention, romney, paul, delegate",10,2009.8
168,"daoud, durkin, chicago, adel, agent",6,2009.8
179,"fertig, law, material, lawyer, speech",12,2009.8
181,"zazi, denver, afzali, najibullah, york",6,2009.8
184,"provision, authorization, detention, indefinite, military",22,2009.8
186,"posada, cuban, carriles, bosch, castro",6,2009.8
188,"miranda, suspect, exception, shahzad, holder",18,2009.8
189,"warsame, ghailani, trial, lindh, guantanamo",9,2009.8
190,"shukrijumah, zazi, medunjanin, ahmedzay, qaida",10,2009.8
192,"shahzad, bridgeport, square, suv, faisal",18,2009.8
197,"qatada, othman, jordan, britain, abu",8,2009.8
