colocate,label,score_normalized,score
international,nyt,0.006122286322865445,1794.576811530965
domestic,nyt,0.005512555646965633,1615.85133634986
guilty,nyt,0.00025481584116116604,74.69212899284331
graphic,nyt,0.0001865417331346678,54.6794858999001
modern,nyt,0.0001613610006426566,47.298459230376785
most,nyt,0.00015549864790653778,45.580074671660164
israeli,nyt,0.00015481751483871373,45.38041958455345
soft,nyt,0.0001458827618517281,42.76144691950225
federal,nyt,0.00013828219829954393,40.53355452995892
united,nyt,0.00013426514862246042,39.356068894512845
former,nyt,0.00011619136011399296,34.05824385933384
act,nyt,0.0001145923231721938,33.58953095287979
tough,nyt,0.00011200478233108706,32.831065806452905
last,nyt,0.00010941926959803833,32.073195143116195
economic,nyt,0.00010601240418199533,31.074567938634836
dictionary,nyt,0.00010097047959151112,29.59666891882292
black,nyt,0.00010074116326115273,29.52945125743561
military,nyt,9.930172201654913e-05,29.107519360934916
small,nyt,8.912947031851863e-05,26.12580859870482
islamic,nyt,8.814481628985163e-05,25.83718484051389
young,nyt,8.764063443280593e-05,25.689398046212936
synonymous,nyt,8.74676353727912e-05,25.6386882157433
french,nyt,8.091039179844793e-05,23.716615864744654
next,nyt,7.658831846687236e-05,22.44972108564656
effective,nyt,7.538666985421623e-05,22.09749144100757
social,nyt,7.292545700986117e-05,21.376055809644527
subnational,nyt,7.219062047883324e-05,21.160659055996557
much,nyt,7.139044430151689e-05,20.926109814549235
incalculable,nyt,7.084646291972257e-05,20.766656903954917
russian,nyt,7.066605849070228e-05,20.713776396911634
gaseous,nyt,7.064226314271895e-05,20.706801456920065
american,nyt,6.858210468158839e-05,20.10292368847655
bubble,nyt,6.598187834630052e-05,19.3407401446243
recent,nyt,6.361542457231252e-05,18.64708048148539
lebanese,nyt,6.349186633513051e-05,18.610862843886125
african,nyt,6.27052973550235e-05,18.3803021712992
criminal,nyt,6.260215282994754e-05,18.350068241819883
medical,nyt,6.252119965275214e-05,18.326339084614013
radical,nyt,6.208485853732619e-05,18.198437904178128
local,nyt,6.0872338361077434e-05,17.843021565075738
general,nyt,6.072369799028799e-05,17.799451802309196
counter,nyt,5.924760857559633e-05,17.366777520895944
urban,nyt,5.833904591171331e-05,17.10045781573323
spanish,nyt,5.637286427717349e-05,16.524126722653648
many,nyt,5.562512798695176e-05,16.304948765791274
wide,nyt,5.529585697901224e-05,16.208432189402025
real,nyt,5.310980102370871e-05,15.567651095671543
probable,nyt,5.194249633203663e-05,15.225488409839242
senior,nyt,5.144014434738613e-05,15.078237991394518
red,nyt,5.054451615159023e-05,14.815709663386432
transnational,nyt,5.0382073611133925e-05,14.768094181042798
unlawful,nyt,4.934974729396273e-05,14.465496626300943
english,nyt,4.907646746957539e-05,14.385392297616876
separate,nyt,4.8129916605468175e-05,14.107937415228042
presidential,nyt,4.642572300568964e-05,13.608400778873758
unite,nyt,4.60048964566604e-05,13.485047259169209
such,nyt,4.574655347057069e-05,13.409321246400623
greater,nyt,4.5340445743674226e-05,13.290282137277275
least,nyt,4.357422544391645e-05,12.772564110571679
political,nyt,4.344168226945754e-05,12.733712790187933
glorious,nyt,4.325571169162608e-05,12.67920072247282
normal,nyt,4.2645449734091747e-05,12.50031951695644
southern,nyt,4.142587374791012e-05,12.142834964734911
explosive,nyt,4.112821672739348e-05,12.055585143567033
free,nyt,4.048672924241823e-05,11.867551048996116
few,nyt,3.997049200683003e-05,11.716230558026034
understated,nyt,3.981610072778063e-05,11.670975077528514
charitable,nyt,3.894331679634719e-05,11.415142905978879
moralistic,nyt,3.8315791202727706e-05,11.23120134892595
oratorical,nyt,3.8315791202727706e-05,11.23120134892595
final,nyt,3.745219465969458e-05,10.978062203038993
syrian,nyt,3.741435671604446e-05,10.966971069320383
democratic,nyt,3.7122147262567695e-05,10.881318049898368
average,nyt,3.653032596662131e-05,10.707842207987971
personal,nyt,3.646914338510327e-05,10.68990824732824
national,nyt,3.643186481899932e-05,10.67898107947472
third,nyt,3.638185737233438e-05,10.664322796693398
full,nyt,3.632220090060801e-05,10.64683617238802
dead,nyt,3.6081315169075214e-05,10.576227264989665
green,nyt,3.5861577679789645e-05,10.511817372655301
sophisticated,nyt,3.573199575477408e-05,10.473834059630887
punishable,nyt,3.5497298510871765e-05,10.405039134103752
annual,nyt,3.530111830632244e-05,10.347534400185847
familiar,nyt,3.525952923275265e-05,10.335343727762922
unaccounted,nyt,3.5126484196020994e-05,10.296345300506067
liable,nyt,3.439340247945454e-05,10.081462921582673
underscored,nyt,3.437702121185485e-05,10.076661211661317
same,nyt,3.427742820095399e-05,10.047468309120035
powerful,nyt,3.402743728950784e-05,9.974190473175117
essential,nyt,3.387761834702023e-05,9.930275245115263
short,nyt,3.36095203823624e-05,9.851689833518833
constitutional,nyt,3.310476718411181e-05,9.703735566541223
irish,nyt,3.2732122308019416e-05,9.594505155171268
necessary,nyt,3.266991408751695e-05,9.576270557161143
republican,nyt,3.264627987649013e-05,9.569342849956541
white,nyt,3.2364147307408015e-05,9.486643587042053
unconventional,nyt,3.2155949850652775e-05,9.425616332123044
largest,nyt,3.1498163925518215e-05,9.23280480617575
racial,nyt,3.1351833175907077e-05,9.189912044188233
emptive,nyt,3.126980143956266e-05,9.165866737567486
unreformed,nyt,3.123198942910513e-05,9.154783205438154
contemptuous,nyt,3.123198942910513e-05,9.154783205438154
italian,nyt,3.120721826105187e-05,9.147522231116046
unmistakable,nyt,3.0314750180725484e-05,8.885920202474615
presbyterian,nyt,3.031303642323305e-05,8.885417862450918
technical,nyt,3.02784308393497e-05,8.875274204491863
biggest,nyt,3.0272262821156498e-05,8.873466222663035
belgian,nyt,2.9723806590714673e-05,8.712701635483466
chinese,nyt,2.9677962536614084e-05,8.699263734657393
worst,nyt,2.959483058310892e-05,8.674895930182053
several,nyt,2.954613235533116e-05,8.66062140825938
old,nyt,2.9486401919969317e-05,8.643113103585247
revolutionary,nyt,2.9427141952010914e-05,8.625742703257343
nuclear,nyt,2.9353419072510927e-05,8.604132905372548
unusual,nyt,2.8652309524036528e-05,8.398622272304635
soviet,nyt,2.8532521363122393e-05,8.363509727001162
ethnic,nyt,2.8223673871488288e-05,8.27297973255839
peruvian,nyt,2.812013290027629e-05,8.242629595994785
due,nyt,2.810583782652619e-05,8.23843939538701
tenacious,nyt,2.8099193480009557e-05,8.236491791247362
willing,nyt,2.8028653756735555e-05,8.21581504648184
northern,nyt,2.7964892683301667e-05,8.19712527311475
good,nyt,2.7410955549582538e-05,8.034754112604732
live,nyt,2.69749436694966e-05,7.906949438290182
quiet,nyt,2.6148225512712668e-05,7.664620158737362
regular,nyt,2.5421716625531912e-05,7.4516644207091645
unknown,nyt,2.4701082277634205e-05,7.240430639384694
inconceivable,nyt,2.463647280651631e-05,7.221492181991674
unlikely,nyt,2.442983073263815e-05,7.1609208440123595
chaotic,nyt,2.4122202359197643e-05,7.070748199932732
anonymous,nyt,2.3945827950950226e-05,7.019048980638432
potential,nyt,2.394305078600037e-05,7.018234932494
clear,nyt,2.385915706759918e-05,6.993643837968807
injured,nyt,2.3502941993833027e-05,6.889229363116325
operative,nyt,2.3373577970405478e-05,6.851309921841194
indian,nyt,2.289139029800228e-05,6.709970106931024
