colocate,label,score_normalized,score
able,2016 - 2020,7.881993255745071e-05,17.612629209692592
abusive,2016 - 2020,3.0938981946119607e-06,0.6913439271788211
academic,2016 - 2020,2.174644371244289e-09,0.0004859329833320214
acceptable,2016 - 2020,4.1660031017835155e-07,0.09309100571059337
accepted,2016 - 2020,1.6915636823407215e-06,0.3779866710737636
accessible,2016 - 2020,1.7606081306628212e-07,0.039341492922913
accountable,2016 - 2020,9.949241045335309e-06,2.2231977085443564
act,2016 - 2020,0.00010657242920569388,23.81403559572912
additional,2016 - 2020,3.880918750857639e-05,8.672068185541429
administrative,2016 - 2020,5.780076305614281e-06,1.2915811707947336
admiral,2016 - 2020,9.602921982989396e-06,2.1458113287869125
adrian,2016 - 2020,9.602921982989396e-06,2.1458113287869125
advanced,2016 - 2020,2.2471523860615554e-05,5.021351892749988
affected,2016 - 2020,2.0038840646879036e-05,4.4777590979077075
affordable,2016 - 2020,3.3126422329903475e-07,0.0740223157530625
african,2016 - 2020,5.313543935822016e-05,11.873326466351728
aggressive,2016 - 2020,1.199714737732152e-05,2.680810570052003
alarmed,2016 - 2020,6.848900313210321e-07,0.15304141705880991
algerian,2016 - 2020,2.630382317264562e-07,0.05877694503220354
alive,2016 - 2020,2.224904965857827e-05,4.971639142407949
allied,2016 - 2020,1.0806197310904487e-05,2.414688013910851
ambitious,2016 - 2020,3.65634803648889e-07,0.08170255941455884
american,2016 - 2020,8.220680261309993e-05,18.369438871107633
angered,2016 - 2020,1.6207106530698122e-07,0.036215427827106184
angry,2016 - 2020,1.4526185922107203e-05,3.245934349038543
annual,2016 - 2020,7.476133242430082e-06,1.6705718775539715
anonymous,2016 - 2020,4.316479904255598e-06,0.9645347005255305
anxious,2016 - 2020,9.254516131902661e-10,0.00020679586477381773
arabian,2016 - 2020,7.760443121336374e-06,1.734102057235098
arbitrary,2016 - 2020,1.3043535533824677e-05,2.9146301891752593
arrive,2016 - 2020,5.19639817322899e-06,1.1611559574007109
artificial,2016 - 2020,8.19517375528286e-06,1.8312443563129763
asian,2016 - 2020,1.4628143626382391e-06,0.3268717205889651
atrocious,2016 - 2020,7.447374933203379e-06,1.6641457183240278
australian,2016 - 2020,1.631868954500095e-05,3.6464764535886425
authoritarian,2016 - 2020,6.456968863070911e-06,1.4428355203286474
authoritative,2016 - 2020,2.8145155940746833e-05,6.289147675583643
available,2016 - 2020,4.95555999895843e-05,11.07339704007257
average,2016 - 2020,1.2320778806312464e-05,2.7531273073857454
aware,2016 - 2020,6.788360235369641e-06,1.5168862480342877
bad,2016 - 2020,4.07448278133814e-06,0.9104594754211326
ballistic,2016 - 2020,3.166398242370316e-05,7.075443528506166
basic,2016 - 2020,5.960574715122115e-07,0.1331914262392897
behavioral,2016 - 2020,6.730507288447202e-06,1.503958775632681
belgian,2016 - 2020,7.719619181637691e-05,17.249797846136687
best,2016 - 2020,3.4941388777813196e-05,7.807793087957469
