colocate,label,score_normalized,score
abroad,1991 - 1995,3.2735381487513356e-05,13.250333100082269
accept,1991 - 1995,2.751990263326355e-06,1.1139258508768721
according,1991 - 1995,1.125418101161312e-05,4.555366102251654
accused,1991 - 1995,2.188145673143453e-05,8.856979122639485
achieve,1991 - 1995,7.461431830671325e-06,3.020171223532663
across,1991 - 1995,6.123814223549923e-06,2.4787424070805257
act,1991 - 1995,0.00197873610071115,800.934990220953
add,1991 - 1995,1.1778405282039331e-05,4.767556884416342
additional,1991 - 1995,9.232973601021568e-06,3.737239957459101
administration,1991 - 1995,1.524216276624142e-06,0.6169585465054306
adviser,1991 - 1995,1.8924185315203267e-05,7.659961414220142
advocate,1991 - 1995,1.8480174597307094e-05,7.480238751926589
aim,1991 - 1995,2.042943189881386e-05,8.269241579114786
airport,1991 - 1995,5.319884577557308e-08,0.02153335000342449
allow,1991 - 1995,3.4592221740671464e-06,1.4001928186193329
almost,1991 - 1995,7.034939483448689e-06,2.8475394896550092
already,1991 - 1995,3.0553668015363745e-06,1.23672387562468
also,1991 - 1995,4.480486166843131e-05,18.13570866239261
although,1991 - 1995,7.495847260691981e-06,3.0341015915575538
america,1991 - 1995,3.370390537204794e-05,13.642363481349216
among,1991 - 1995,1.77062706681921e-05,7.166984884634784
another,1991 - 1995,5.514172143980159e-06,2.231976972890993
anxiety,1991 - 1995,4.415057293714543e-05,17.870871558341292
anything,1991 - 1995,1.8430939648305862e-05,7.4603098723844115
apparently,1991 - 1995,7.675181049013265e-06,3.1066907083901487
appear,1991 - 1995,1.2427254257848213e-05,5.030192133203479
approve,1991 - 1995,5.624626592827858e-06,2.276685730605525
arab,1991 - 1995,2.8098593408941173e-06,1.1373495752730527
around,1991 - 1995,1.987520513692857e-05,8.044906658479714
arrest,1991 - 1995,1.4834407535001628e-07,0.060045379723501435
ask,1991 - 1995,3.6549320735300535e-08,0.014794105103348332
attack,1991 - 1995,1.7805280453739147e-05,7.207061174540447
attempt,1991 - 1995,4.654355515270123e-07,0.18839481362714028
authority,1991 - 1995,6.031290535193687e-06,2.441291501220884
avoid,1991 - 1995,1.0672336712020986e-05,4.3198524032614465
back,1991 - 1995,1.1181188181415788e-05,4.52582072137985
ban,1991 - 1995,2.9780497854329014e-06,1.205428189699461
battle,1991 - 1995,9.21356589628379e-05,37.293842814046855
become,1991 - 1995,5.6398428789981194e-05,22.828448419749478
began,1991 - 1995,5.1842107077309295e-06,2.0984181523789562
begin,1991 - 1995,5.0900867098901805e-06,2.0603194876489583
believe,1991 - 1995,1.1007657023965513e-08,0.004455580341247545
biggest,1991 - 1995,9.730474847897273e-05,39.38614034658227
biological,1991 - 1995,1.2388789659185657e-05,5.014622779138238
blackmail,1991 - 1995,3.4211838771893665e-05,13.84796019153817
bomb,1991 - 1995,5.9920610733510784e-05,24.254125527213894
book,1991 - 1995,8.719989597295923e-06,3.529598909287068
brand,1991 - 1995,1.9024301827695852e-05,7.700485675098277
britain,1991 - 1995,4.5080324843206735e-06,1.8247208167109634
broad,1991 - 1995,6.855920279894114e-06,2.77507770761302
bush,1991 - 1995,1.644639375449319e-07,0.06657023246399962
buy,1991 - 1995,9.502033389748812e-06,3.8461475572020163
call,1991 - 1995,1.2300625903876314e-07,0.04978936647737919
came,1991 - 1995,2.905285164438991e-06,1.1759751812951347
campaign,1991 - 1995,4.809864578673495e-05,19.468936953742492
cancel,1991 - 1995,2.0857632159690457e-05,8.442564626910066
carry,1991 - 1995,4.918293619158841e-06,1.9907826265205433
cause,1991 - 1995,2.713618620171464e-05,10.983941225054236
center,1991 - 1995,4.854545556545064e-07,0.19649792594683024
challenge,1991 - 1995,1.0067406681926765e-05,4.074994270050179
change,1991 - 1995,1.6278801791753285e-07,0.06589186880049769
chapter,1991 - 1995,2.8652063139180993e-05,11.59752424890943
christopher,1991 - 1995,7.495847260691981e-06,3.0341015915575538
cia,1991 - 1995,4.278552604959706e-06,1.731834016462145
citizen,1991 - 1995,1.451340469763391e-05,5.8746053328659755
civil,1991 - 1995,6.29772567911499e-07,0.2549136720861054
claim,1991 - 1995,2.57655401183367e-06,1.0429143439239263
clearly,1991 - 1995,1.166380387561677e-05,4.721169558537276
clinton,1991 - 1995,1.2942625138671578e-05,5.238799320005233
come,1991 - 1995,1.0612375613165843e-08,0.004295581889316752
coming,1991 - 1995,1.9976312537479136e-05,8.085832002107967
commit,1991 - 1995,3.6697422174364564e-05,14.854052270939718
committed,1991 - 1995,4.313856407497419e-05,17.46123971919138
committee,1991 - 1995,9.241078793952918e-09,0.0037405207045071165
comprehensive,1991 - 1995,3.227379924516945e-05,13.063497994266484
concern,1991 - 1995,4.251750866569478e-05,17.209854500121942
concerned,1991 - 1995,6.759912654037083e-06,2.736216604887244
condemn,1991 - 1995,0.00016352159001650768,66.18879751257182
conduct,1991 - 1995,5.545232501846941e-06,2.2445493050050884
confidence,1991 - 1995,1.8679161165605416e-05,7.560782744163269
conflict,1991 - 1995,3.7863276721920504e-05,15.325956382008485
confront,1991 - 1995,4.514350659102359e-05,18.27278230635521
congress,1991 - 1995,1.6191491008893975e-08,0.006553846007161024
consistent,1991 - 1995,1.8679161165605416e-05,7.560782744163269
conspiracy,1991 - 1995,3.46521379527358e-05,14.026180531266823
consultant,1991 - 1995,3.9815029751274135e-05,16.115969407452983
consulting,1991 - 1995,3.174539484099403e-05,12.849615215183993
contained,1991 - 1995,7.425341224081358e-05,30.055627926126355
context,1991 - 1995,3.652053330463305e-05,14.782452786249625
continue,1991 - 1995,6.76112302064082e-05,27.367065261878054
continuous,1991 - 1995,3.9789862673596595e-05,16.105782504254368
contribute,1991 - 1995,1.4023891393602658e-05,5.676464543279941
contribution,1991 - 1995,2.3173509230707596e-05,9.379964504822745
control,1991 - 1995,2.57655401183367e-06,1.0429143439239263
could,1991 - 1995,9.125202572923876e-06,3.6936173706449704
counter,1991 - 1995,0.006244160643848236,2527.4551479710944
country,1991 - 1995,1.1439576678971259e-05,4.630408891923876
course,1991 - 1995,3.1163162096260886e-05,12.613944284865616
court,1991 - 1995,3.337625748025558e-07,0.1350974111654053
cover,1991 - 1995,9.812004374344508e-05,39.716148226078005
coverage,1991 - 1995,0.0003888218881627581,157.38382449352775
create,1991 - 1995,5.853408724587138e-06,2.3692901028598605
crime,1991 - 1995,4.528757257436332e-06,1.8331096038497614
crucial,1991 - 1995,1.8018435615911923e-05,7.293340202688285
cultural,1991 - 1995,1.5706709187967552e-05,6.357620384722814
curb,1991 - 1995,4.73661591634992e-05,19.172447610768735
danger,1991 - 1995,6.665237263672933e-06,2.697894752454157
day,1991 - 1995,3.0410376532226737e-07,0.12309238519325949
days,1991 - 1995,5.0972200437069086e-08,0.02063206854311289
deal,1991 - 1995,5.2944203363638605e-05,21.43027813970336
dealing,1991 - 1995,3.950331585151284e-05,15.989796660532706
decade,1991 - 1995,4.470021934250743e-06,1.8093352483486074
decision,1991 - 1995,7.482548323271877e-07,0.3028718567359081
decline,1991 - 1995,1.5907340601135107e-05,6.438830162462058
defeat,1991 - 1995,6.236407082452488e-05,25.243167311713762
defense,1991 - 1995,8.694549430678988e-06,3.519301467605364
define,1991 - 1995,6.051004370953148e-05,24.492710902350765
definition,1991 - 1995,0.00039229345652030414,158.78901468918002
democracy,1991 - 1995,2.6150585234943615e-05,10.584998536133362
denounce,1991 - 1995,3.1712431755303795e-05,12.836272714026071
department,1991 - 1995,4.254924296167395e-06,1.7222699622839723
despite,1991 - 1995,2.3994711375551504e-05,9.712363318193358
deter,1991 - 1995,8.508896196167482e-05,34.44154422218908
difficult,1991 - 1995,9.078238147513035e-06,3.6746075332069985
direct,1991 - 1995,2.0888359051510705e-05,8.45500198163904
discuss,1991 - 1995,5.61391889694422e-05,22.723515658350088
domestic,1991 - 1995,0.0007849840369875938,317.73877363550537
drug,1991 - 1995,2.810299646880667e-05,11.375277983675344
early,1991 - 1995,1.9335604585910222e-05,7.826492003843466
