colocate,label,score_normalized,score
abandon,nyt,2.231926905815015e-06,5.328839315905545
abet,nyt,2.612988234563915e-05,62.386426724213095
abroad,nyt,1.9505115859541444e-05,46.56945887556403
absence,nyt,6.555201634018166e-07,1.5650878216501707
abu,nyt,2.172496826404573e-07,0.5186946970379065
abuse,nyt,5.142529020256667e-07,1.2278050304842827
accept,nyt,7.332019766523557e-08,0.17505571125583086
acceptable,nyt,1.0884109017352725e-06,2.598636536848952
accessory,nyt,1.4083001045457404e-05,33.62388322908287
according,nyt,1.962790565158894e-05,46.86262576635683
account,nyt,2.670823196793458e-07,0.6376726594327418
accusation,nyt,5.43018313444975e-07,1.2964839172838634
accuse,nyt,1.1450719748158848e-06,2.7339177385436404
accused,nyt,3.272120512131486e-05,78.12354600860041
achieve,nyt,6.006714385301275e-07,1.4341336937340445
acknowledge,nyt,3.3592075656311536e-08,0.08020279382530227
acquit,nyt,1.124591360193898e-05,26.850192266223015
across,nyt,1.3851783436670741e-12,3.3071839396006664e-06
act,nyt,0.0013856194504376063,3308.237104511757
add,nyt,8.612195525637414e-06,20.562056039431134
addition,nyt,3.1222712310925024e-06,7.454581800066135
additional,nyt,7.774963779430296e-08,0.18563122546542582
address,nyt,2.7064051804588756e-06,6.461680395009769
administration,nyt,2.7498141557849647e-05,65.65321537458547
adopt,nyt,8.26158793499987e-07,1.9724962535796875
adviser,nyt,9.313452361081491e-07,2.2236342498152477
advisory,nyt,2.079471829644422e-06,4.96484504633937
advocacy,nyt,1.9493001665243537e-06,4.654053561885387
advocate,nyt,2.745852722930704e-06,6.555863414485926
affect,nyt,2.7913602280081944e-06,6.664514903741193
affected,nyt,1.0938223862633e-06,2.6115567321453286
affecting,nyt,7.628500055267669e-06,18.213432935454378
afflict,nyt,4.3809917545407175e-06,10.459841244545444
afford,nyt,6.854948089743987e-07,1.6366538166616347
afghanistan,nyt,2.1295478697171434e-06,5.084404145891035
afraid,nyt,4.739493813499929e-06,11.315783193915568
africa,nyt,1.0630454072068196e-05,25.38075125022049
aftermath,nyt,2.0149438461808568e-06,4.810781194892951
age,nyt,1.3524655675757859e-05,32.29080518331135
agency,nyt,1.855938072898009e-05,44.31146801885715
agenda,nyt,2.0797418117436012e-07,0.49654896423702466
agent,nyt,6.3377192257513395e-06,15.131627875161836
aggression,nyt,6.499957115340006e-06,15.518979110687145
aggressive,nyt,3.0489329230592776e-07,0.7279482849383101
ago,nyt,3.6028932447796632e-06,8.60209136946693
agree,nyt,3.3263573565886503e-07,0.7941847833080589
agreement,nyt,1.708837367720417e-06,4.0799363661382495
agro,nyt,1.1793843199002678e-05,28.158402123622043
aid,nyt,1.6895411911910993e-05,40.338657605695005
aide,nyt,1.7320801766075315e-07,0.41354297577394883
aids,nyt,3.7534409334025516e-06,8.961531653986196
aim,nyt,7.1596619017243385e-06,17.094057933123846
air,nyt,1.5488409050121127e-06,3.697936651602575
al,nyt,1.572347291276489e-05,37.540593476344725
alarm,nyt,8.776394583270592e-10,0.0020954089663682285
alert,nyt,3.599531863688391e-05,85.94065900681082
algeria,nyt,5.74014886258722e-07,1.370489815701898
alive,nyt,2.8418767354593627e-06,6.785125641622737
allege,nyt,3.29321027050274e-07,0.7862707474549088
alliance,nyt,6.210199324327678e-09,0.01482716760699787
allow,nyt,1.4368149872565102e-06,3.430469059639268
ally,nyt,2.2594922733929614e-06,5.394653036831639
almost,nyt,1.6885393207013047e-06,4.031473743679721
alone,nyt,1.3421930540439445e-07,0.3204554368375674
along,nyt,4.967252207453985e-09,0.011859567975158969
already,nyt,1.408309531088391e-07,0.3362410829259619
also,nyt,5.280287578965002e-05,126.0695588944547
alter,nyt,2.2438130685078225e-06,5.35721813552892
alternative,nyt,2.263989967383934e-07,0.5405391510617479
although,nyt,1.1520041933402753e-05,27.504687638137675
always,nyt,2.955974806221717e-06,7.057540604569466
ambassador,nyt,4.78313100712819e-07,1.1419969219199917
amendment,nyt,7.371003096504599e-08,0.17598645814062652
america,nyt,1.5327139117285736e-05,36.59432632661468
among,nyt,7.156978891356764e-06,17.087652109037734
amount,nyt,5.33092079064671e-07,1.2727845264629343
analysis,nyt,1.6195288816791406e-05,38.667078009819136
analyst,nyt,5.592813236936735e-05,133.5312683666154
analyze,nyt,6.555201634018166e-07,1.5650878216501707
announce,nyt,2.8915479029746987e-06,6.903718087295145
annual,nyt,1.686124337237164e-07,0.4025707847494928
another,nyt,2.525223600298273e-06,6.029100132115742
answer,nyt,9.794412408558903e-08,0.23384659140467218
anxiety,nyt,5.518287097768403e-06,13.175191878564048
anyone,nyt,1.7149983263881115e-07,0.4094645969166262
anything,nyt,3.610469825810041e-07,0.862018084308259
anywhere,nyt,1.964143552693255e-06,4.689492903376333
apologist,nyt,5.265659909160176e-06,12.572031581775287
apparently,nyt,3.1626179493969194e-07,0.7550911647700564
appeal,nyt,2.740325258302062e-06,6.5426663107843455
appear,nyt,5.076331879058911e-07,1.212000125417898
appeasement,nyt,4.000091761108346e-06,9.550423084325992
application,nyt,7.226372234800529e-07,1.7253332255570237
applied,nyt,4.4476606599458405e-06,10.61901665631435
apply,nyt,7.01381427815044e-07,1.6745839293612363
approach,nyt,1.536518861846813e-05,36.6851714512122
approval,nyt,1.6254792929859567e-07,0.38809147114479137
approve,nyt,6.960553767850159e-08,0.16618677108984414
april,nyt,4.919760910400334e-06,11.746180081387227
arab,nyt,1.6484465173846252e-06,3.935750131028179
arabia,nyt,1.0538792969542494e-06,2.516190569322415
arafat,nyt,1.7243188436439708e-06,4.116899179461006
area,nyt,8.323412048453195e-06,19.872570759696472
argentina,nyt,1.7316767064360578e-07,0.4134466452128116
argue,nyt,2.549053413976198e-07,0.6085995027592286
argument,nyt,2.43404794674306e-07,0.5811413609294339
armenia,nyt,3.0636872343433817e-06,7.314709520043776
army,nyt,5.5374960428208585e-06,13.221054214532984
around,nyt,1.4302055856704912e-05,34.146887762731666
