colocate,label,score_normalized,score
able,2011 - 2015,2.3687081309363456e-05,4.792867719217911
abominable,2011 - 2015,3.5744567061637835e-05,7.232591443818861
abusive,2011 - 2015,1.9579770344541046e-05,3.9617903112847794
academic,2011 - 2015,5.785262808137623e-06,1.1705958618613745
acceptable,2011 - 2015,3.8425360725980416e-05,7.775025914655604
accepted,2011 - 2015,2.9999428941205386e-07,0.06070114451392439
accountable,2011 - 2015,1.0358290857179446e-05,2.0959069303325464
act,2011 - 2015,0.00027485703490867647,55.614847300456496
additional,2011 - 2015,3.482436133045451e-05,7.046396095965496
advanced,2011 - 2015,6.797977935491957e-09,0.0013755096534453781
adversarial,2011 - 2015,2.6220811439099926e-05,5.305545207398918
aesthetic,2011 - 2015,1.9835198473101143e-05,4.013473894245759
affected,2011 - 2015,9.775211180490154e-05,19.779260054715582
affordable,2011 - 2015,2.495893180554345e-05,5.050215220465468
african,2011 - 2015,2.986533037673439e-05,6.042980813758813
aggressive,2011 - 2015,3.9515322180810293e-05,7.995569805387335
agricultural,2011 - 2015,2.606050681145069e-06,0.5273109008735744
alarmed,2011 - 2015,4.952590170453452e-07,0.10021120476797218
algerian,2011 - 2015,2.2709641321715798e-05,4.595091534677296
alive,2011 - 2015,3.937567349272491e-05,7.967313150191451
allied,2011 - 2015,1.6573201215008707e-05,3.3534381070460766
american,2011 - 2015,0.00010956861464194718,22.170223055266234
amorphous,2011 - 2015,1.8358234104862018e-05,3.7146234470118857
angry,2011 - 2015,6.354552134589155e-05,12.857864334649042
annual,2011 - 2015,1.6088848695295325e-05,3.255433733854751
anxious,2011 - 2015,5.8833542734025816e-05,11.904437870345518
appalled,2011 - 2015,1.2330190369325568e-05,2.4949030495197047
applicable,2011 - 2015,8.939896818376957e-06,1.8089076621272118
arabian,2011 - 2015,3.021521295811174e-05,6.113776405157289
archive,2011 - 2015,1.1678012881854985e-05,2.3629408045274194
arrive,2011 - 2015,1.6744170977837895e-06,0.33880322998266976
asian,2011 - 2015,8.703336296347472e-06,1.7610417695392437
assemble,2011 - 2015,8.115778822987153e-06,1.6421548028220436
assertive,2011 - 2015,1.734648493181232e-05,3.5099051075878362
australian,2011 - 2015,9.026888521837548e-06,1.8265096503971312
authentic,2011 - 2015,1.7588987318827464e-06,0.3558973283078868
authoritarian,2011 - 2015,6.563565930657576e-07,0.13280784939751844
automatic,2011 - 2015,7.3035693833706585e-06,1.4778115326006023
available,2011 - 2015,1.7905841991838586e-05,3.623085974470611
average,2011 - 2015,9.58500827739872e-06,1.9394401598571345
aware,2011 - 2015,5.077295625058583e-05,10.273450740699786
bad,2011 - 2015,3.1952932372425344e-06,0.6465388289168916
ballistic,2011 - 2015,2.045475975822588e-05,4.138836544239183
basic,2011 - 2015,4.48279701923849e-05,9.070536316697353
belgian,2011 - 2015,3.6880696437698026e-06,0.7462476997900256
best,2011 - 2015,9.086734127654216e-06,1.8386188701236819
bible,2011 - 2015,1.2418793669866382e-06,0.25128311299544337
big,2011 - 2015,6.240422415875906e-06,1.2626933120507466
bigger,2011 - 2015,3.807367720060319e-06,0.770386591844725
biggest,2011 - 2015,5.6679617354654e-05,11.468610455158045
biological,2011 - 2015,4.8200658677725124e-06,0.9752969477509579
black,2011 - 2015,0.00012074782268758307,24.432235190428244
brazilian,2011 - 2015,8.643227701409083e-07,0.17488793363308153
british,2011 - 2015,1.8950149931486727e-05,3.8343922872869562
broad,2011 - 2015,3.472808223004168e-05,7.026914886508863
busy,2011 - 2015,2.1176595862108846e-05,4.284893583334966
cal,2011 - 2015,2.951365147473034e-07,0.05971821753048412
capable,2011 - 2015,2.423041570914985e-05,4.90280654500509
catastrophic,2011 - 2015,1.3257901918162387e-05,2.6826171320228953
caustic,2011 - 2015,2.6220811439099926e-05,5.305545207398918
cautious,2011 - 2015,2.1688524864256335e-06,0.4388477809558491
central,2011 - 2015,1.6607519874396142e-05,3.3603821789051898
certain,2011 - 2015,1.7207577905437266e-05,3.481798520964082
chaotic,2011 - 2015,5.5972904261070057e-08,0.011325613421089176
chinese,2011 - 2015,6.433636560431122e-06,1.3017884552741936
civil,2011 - 2015,6.595436271779397e-06,1.334527170668115
civilian,2011 - 2015,1.534821103709797e-05,3.10557236945744
classic,2011 - 2015,7.907235371318944e-08,0.015999579122680463
clear,2011 - 2015,5.311998706993792e-06,1.0748351303718309
clinical,2011 - 2015,3.971850611764031e-05,8.036682246349459
colombian,2011 - 2015,7.930308342437281e-07,0.16046265203171017
comfortable,2011 - 2015,2.23120572252364e-06,0.4514643971011558
comic,2011 - 2015,1.704506091888141e-05,3.4489146713873833
