colocate,label,score_normalized,score
able,1980 - 1985,2.3683283846394956e-05,1.4119973829220673
academic,1980 - 1985,6.399687611186212e-05,3.8154937537892195
acceptable,1980 - 1985,2.0741530528495975e-05,1.23661005010893
act,1980 - 1985,0.00011381777821078719,6.785815936927133
additional,1980 - 1985,2.1237639947285576e-05,1.2661880936571661
advanced,1980 - 1985,5.826841679014429e-07,0.034739630090284024
affected,1980 - 1985,3.1905644511695485e-05,1.9022145257872847
african,1980 - 1985,9.080634658933228e-05,5.41387438365599
aggressive,1980 - 1985,0.00012892489246672803,7.686502088866325
alive,1980 - 1985,1.1105687300894908e-05,0.6621210768793544
american,1980 - 1985,0.00028786419648249865,17.16246339428657
angry,1980 - 1985,4.8032313253866555e-05,2.863686516195524
armenian,1980 - 1985,8.623695597173005e-05,5.141447315034545
austrian,1980 - 1985,8.489380026308261e-05,5.061368371684985
authoritarian,1980 - 1985,8.365758978383591e-05,4.9876655029122965
available,1980 - 1985,8.886300149289e-06,0.5298012149006102
average,1980 - 1985,5.0988859547060605e-06,0.3039955806195753
aware,1980 - 1985,1.3181779680261351e-05,0.7858977045371818
bad,1980 - 1985,2.024451046597199e-06,0.12069777139812499
basic,1980 - 1985,1.6533298521128433e-05,0.9857152578296773
best,1980 - 1985,5.9861317539910864e-05,3.568931751729486
big,1980 - 1985,4.922905558764831e-06,0.29350362941355923
biggest,1980 - 1985,9.641826956973036e-06,0.5748457231747324
black,1980 - 1985,0.00014921235446953228,8.896040573473515
british,1980 - 1985,0.00013166778230941004,7.850033181287027
broad,1980 - 1985,2.967480771520144e-06,0.17692120359803098
central,1980 - 1985,5.5299407429792764e-05,3.296950670964245
certain,1980 - 1985,5.9861317539910864e-05,3.568931751729486
civil,1980 - 1985,6.741566242750761e-05,4.019321793928004
civilian,1980 - 1985,3.4396324987971245e-06,0.20507088957828457
clear,1980 - 1985,2.0865650442906334e-05,1.2440100794060758
commercial,1980 - 1985,3.7202075805933393e-06,0.22179877595497488
common,1980 - 1985,1.152091202457737e-06,0.06868767749053029
complex,1980 - 1985,3.283433325962595e-05,1.9575829489388987
concerned,1980 - 1985,4.141448826036149e-06,0.24691317900827525
congressional,1980 - 1985,7.153957468786787e-06,0.4265189442890682
conscious,1980 - 1985,0.00017757348930045767,10.586931432093287
conservative,1980 - 1985,2.2726771845358215e-05,1.3549701374202567
considerable,1980 - 1985,5.200353884564741e-08,0.0031004509859774987
constant,1980 - 1985,7.95536724387017e-05,4.742989950795396
constitutional,1980 - 1985,1.142403404367433e-05,0.6811009096838636
contagious,1980 - 1985,0.00027383245624909146,16.325891041570834
contemporary,1980 - 1985,6.108200792655249e-05,3.6417093125810593
continued,1980 - 1985,3.929982598581599e-05,2.3430556252743493
counter,1980 - 1985,3.1166608780993548e-06,0.18581532155228353
criminal,1980 - 1985,4.330897020281315e-05,2.5820808034917198
critical,1980 - 1985,1.5174567865985853e-05,0.9047077361700766
crucial,1980 - 1985,1.1105687300894908e-05,0.6621210768793544
cultural,1980 - 1985,4.235417928243115e-06,0.25251561688185453
current,1980 - 1985,2.66703245572462e-05,1.5900847501030184
daily,1980 - 1985,3.0146315809195905e-05,1.7973233485442597
dangerous,1980 - 1985,3.615808073286851e-05,2.1557447732936206
dead,1980 - 1985,1.4966085225038654e-05,0.8922780011168046
democratic,1980 - 1985,2.167025733975564e-05,1.2919807425962313
detailed,1980 - 1985,9.641826956973036e-06,0.5748457231747324
different,1980 - 1985,5.2992856805019264e-05,3.1594341227152483
difficult,1980 - 1985,6.020001783464552e-05,3.589125063301566
diplomatic,1980 - 1985,3.240407836595865e-05,1.9319311521784548
direct,1980 - 1985,3.678549125816468e-05,2.1931509888117784
domestic,1980 - 1985,0.000654026771653745,38.993076125996275
due,1980 - 1985,2.232029813874401e-06,0.1330736175031918
easier,1980 - 1985,3.3665188872184124e-06,0.20071185605596176
eastern,1980 - 1985,3.667278840762185e-05,2.186431644862415
easy,1980 - 1985,4.651270102617969e-06,0.27730872351808333
economic,1980 - 1985,0.00027041645960038704,16.122229321375077
effective,1980 - 1985,0.00012910838897911637,7.697442150934918
egyptian,1980 - 1985,1.6246842279162466e-05,0.9686367366836661
emotional,1980 - 1985,2.7570617689027655e-05,1.6437602266198288
emptive,1980 - 1985,0.00018461828999881714,11.006942449729479
enormous,1980 - 1985,1.2681268684898047e-05,0.7560572389936215
entire,1980 - 1985,9.438961168858482e-06,0.5627508648873427
essential,1980 - 1985,2.4849656246520117e-05,1.4815365054175293
european,1980 - 1985,7.907177774219194e-05,4.714259388989483
extensive,1980 - 1985,8.47083585648623e-06,0.5050312337637091
extraordinary,1980 - 1985,7.263618219489138e-05,4.330569182459424
false,1980 - 1985,5.810412044620492e-07,0.03464167661002737
federal,1980 - 1985,2.88854376026604e-05,1.7221497898706128
few,1980 - 1985,1.7789145316239658e-05,1.0605888437542084
fewer,1980 - 1985,0.0001133774805674803,6.759565391433175
final,1980 - 1985,2.5210018026958926e-07,0.01503021274767291
financial,1980 - 1985,1.6389863727818317e-06,0.09771636754525281
foreign,1980 - 1985,6.689189384584842e-06,0.39880947110894827
former,1980 - 1985,0.00016717465535251024,9.96695295211666
free,1980 - 1985,1.6801519175746628e-05,1.001706573258014
french,1980 - 1985,8.948829129562732e-05,5.335291927045301
full,1980 - 1985,6.895732248813383e-06,0.4111235566742539
fundamental,1980 - 1985,6.640407884947737e-05,3.959011181005841
general,1980 - 1985,8.984234581767587e-06,0.5356400657649836
german,1980 - 1985,2.794354085239045e-05,1.6659939056195188
good,1980 - 1985,2.1006854119778717e-05,1.252428642621207
grand,1980 - 1985,4.78151627974295e-09,0.00028507400059827465
graphic,1980 - 1985,3.21922022636226e-05,1.9192990989571797
great,1980 - 1985,2.6026549902985087e-05,1.551702905215971
greater,1980 - 1985,1.361705221185731e-05,0.8118486528709328
greatest,1980 - 1985,2.196369774512864e-06,0.13094756595645696
green,1980 - 1985,2.2471731734321595e-05,1.3397646460002535
gross,1980 - 1985,0.00016983782123154758,10.125730901824866
guilty,1980 - 1985,1.8769745035872314e-05,1.1190521990387072
hard,1980 - 1985,5.165727990610753e-06,0.30798070280021306
high,1980 - 1985,8.054529496844864e-05,4.802110486018908
highest,1980 - 1985,2.196369774512864e-06,0.13094756595645696
ideological,1980 - 1985,1.3838007344519275e-05,0.8250219978802392
illegal,1980 - 1985,1.2715817981728968e-05,0.758117068070681
important,1980 - 1985,6.717467752618495e-05,4.004954274111147
impossible,1980 - 1985,3.4806893135038657e-06,0.20751869687110047
independent,1980 - 1985,5.466426538603352e-06,0.32590835023153186
indian,1980 - 1985,1.3098348322013404e-05,0.7809235269584391
individual,1980 - 1985,7.789657571493119e-05,4.644193844124198
inevitable,1980 - 1985,9.06920433507772e-05,5.407059624573336
injured,1980 - 1985,1.4163275862566092e-05,0.8444145069261904
interested,1980 - 1985,8.446392968434055e-05,5.035739487780384
internal,1980 - 1985,2.7371163065064133e-05,1.6318687419391238
international,1980 - 1985,0.014295728963592269,852.3113608093711
investigative,1980 - 1985,1.2871547543916493e-06,0.07674016645683013
iranian,1980 - 1985,2.037131526499583e-05,1.2145378160990514
irish,1980 - 1985,0.00027803205109281325,16.576270886153527
irrational,1980 - 1985,8.489380026308261e-05,5.061368371684985
islamic,1980 - 1985,3.206149127661298e-05,1.9115061099116657
isolated,1980 - 1985,1.1105687300894908e-05,0.6621210768793544
israeli,1980 - 1985,0.00038504640192808185,22.95646648295224
italian,1980 - 1985,7.234748800849771e-05,4.313357235066634
justified,1980 - 1985,7.91967058639933e-05,4.72170760361128
large,1980 - 1985,0.00012938138957882726,7.713718446689681
larger,1980 - 1985,1.7568715214019348e-05,1.0474468010598335
largest,1980 - 1985,1.9569942586433814e-05,1.166759977003184
last,1980 - 1985,9.827477357243957e-05,5.8591420003888475
latest,1980 - 1985,7.766359053282073e-05,4.630303267566772
least,1980 - 1985,2.133988720800647e-06,0.12722840753413456
lebanese,1980 - 1985,0.00023326190363937997,13.907074694979835
legal,1980 - 1985,7.130388996081929e-05,4.251137919464046
legislative,1980 - 1985,1.6911400608836575e-05,1.0082577042988365
liable,1980 - 1985,0.00010770568068794335,6.421412682615182
liberal,1980 - 1985,2.185372412747227e-05,1.3029190324798967
likely,1980 - 1985,1.8077390905555304e-05,1.0777740457892073
limited,1980 - 1985,2.437055909728328e-06,0.1452972733380029
little,1980 - 1985,6.887174766010849e-05,4.106133595495669
live,1980 - 1985,7.124417887017259e-05,4.24757794423969
local,1980 - 1985,8.710878991497765e-05,5.193426054730967
low,1980 - 1985,5.373510911657601e-06,0.3203687205530262
main,1980 - 1985,7.205140120376992e-05,4.295704539768762
